country_name,measure,bin,n
South Africa,es_iat_sex_age_order_explicit_resid,4.25,3
South Africa,es_iat_sex_age_order_explicit_resid,4.5,32
South Africa,es_iat_sex_age_order_explicit_resid,NA,8
South Africa,es_iat_sex_age_order_implicit_resid,-1.25,1
South Africa,es_iat_sex_age_order_implicit_resid,-1,7
South Africa,es_iat_sex_age_order_implicit_resid,-0.75,25
South Africa,es_iat_sex_age_order_implicit_resid,-0.5,75
South Africa,es_iat_sex_age_order_implicit_resid,-0.25,148
South Africa,es_iat_sex_age_order_implicit_resid,0,221
South Africa,es_iat_sex_age_order_implicit_resid,0.25,133
South Africa,es_iat_sex_age_order_implicit_resid,0.5,70
South Africa,es_iat_sex_age_order_implicit_resid,0.75,17
South Africa,es_iat_sex_age_order_implicit_resid,1,2
South Africa,explicit_dif,-6,1
South Africa,explicit_dif,-4,1
South Africa,explicit_dif,-3,4
South Africa,explicit_dif,-2,2
South Africa,explicit_dif,-1,14
South Africa,explicit_dif,0,203
South Africa,explicit_dif,1,122
South Africa,explicit_dif,2,137
South Africa,explicit_dif,3,64
South Africa,explicit_dif,4,77
South Africa,explicit_dif,5,31
South Africa,explicit_dif,6,35
South Africa,explicit_dif,NA,8
South Africa,overall_iat_D_score,-1,1
South Africa,overall_iat_D_score,-0.75,1
South Africa,overall_iat_D_score,-0.5,19
South Africa,overall_iat_D_score,-0.25,41
South Africa,overall_iat_D_score,0,103
South Africa,overall_iat_D_score,0.25,189
South Africa,overall_iat_D_score,0.5,189
South Africa,overall_iat_D_score,0.75,114
South Africa,overall_iat_D_score,1,33
South Africa,overall_iat_D_score,1.25,8
South Africa,overall_iat_D_score,1.5,1
Spain,es_iat_sex_age_order_explicit_resid,-7.5,1
Spain,es_iat_sex_age_order_explicit_resid,-6.5,2
Spain,es_iat_sex_age_order_explicit_resid,-5.5,1
Spain,es_iat_sex_age_order_explicit_resid,-4.5,2
Spain,es_iat_sex_age_order_explicit_resid,-3.5,11
Spain,es_iat_sex_age_order_explicit_resid,-2.5,19
Spain,es_iat_sex_age_order_explicit_resid,-1.75,36
Spain,es_iat_sex_age_order_explicit_resid,-1.5,363
Spain,es_iat_sex_age_order_explicit_resid,-0.75,13
Spain,es_iat_sex_age_order_explicit_resid,-0.5,217
Spain,es_iat_sex_age_order_explicit_resid,0.25,19
Spain,es_iat_sex_age_order_explicit_resid,0.5,205
Spain,es_iat_sex_age_order_explicit_resid,1.25,8
Spain,es_iat_sex_age_order_explicit_resid,1.5,82
Spain,es_iat_sex_age_order_explicit_resid,2.25,6
Spain,es_iat_sex_age_order_explicit_resid,2.5,73
Spain,es_iat_sex_age_order_explicit_resid,3.25,3
Spain,es_iat_sex_age_order_explicit_resid,3.5,34
Spain,es_iat_sex_age_order_explicit_resid,4.5,30
Spain,es_iat_sex_age_order_explicit_resid,NA,24
Spain,es_iat_sex_age_order_implicit_resid,-1.25,1
Spain,es_iat_sex_age_order_implicit_resid,-1,8
Spain,es_iat_sex_age_order_implicit_resid,-0.75,45
Spain,es_iat_sex_age_order_implicit_resid,-0.5,112
Spain,es_iat_sex_age_order_implicit_resid,-0.25,244
Spain,es_iat_sex_age_order_implicit_resid,-0,327
Spain,es_iat_sex_age_order_implicit_resid,0.25,260
Spain,es_iat_sex_age_order_implicit_resid,0.5,122
Spain,es_iat_sex_age_order_implicit_resid,0.75,28
Spain,es_iat_sex_age_order_implicit_resid,1,2
Spain,explicit_dif,-6,1
Spain,explicit_dif,-5,2
Spain,explicit_dif,-4,1
Spain,explicit_dif,-3,2
Spain,explicit_dif,-2,11
Spain,explicit_dif,-1,19
Spain,explicit_dif,0,399
Spain,explicit_dif,1,230
Spain,explicit_dif,2,224
Spain,explicit_dif,3,90
Spain,explicit_dif,4,79
Spain,explicit_dif,5,37
Spain,explicit_dif,6,30
Spain,explicit_dif,NA,24
Spain,overall_iat_D_score,-0.75,2
Spain,overall_iat_D_score,-0.5,29
Spain,overall_iat_D_score,-0.25,70
Spain,overall_iat_D_score,-0,170
Spain,overall_iat_D_score,0.25,287
Spain,overall_iat_D_score,0.5,306
Spain,overall_iat_D_score,0.75,200
Spain,overall_iat_D_score,1,73
Spain,overall_iat_D_score,1.25,10
Spain,overall_iat_D_score,1.5,2
Sweden,es_iat_sex_age_order_explicit_resid,-4.5,8
Sweden,es_iat_sex_age_order_explicit_resid,-3.75,1
Sweden,es_iat_sex_age_order_explicit_resid,-3.5,11
Sweden,es_iat_sex_age_order_explicit_resid,-2.75,1
Sweden,es_iat_sex_age_order_explicit_resid,-2.5,20
Sweden,es_iat_sex_age_order_explicit_resid,-1.75,46
Sweden,es_iat_sex_age_order_explicit_resid,-1.5,690
Sweden,es_iat_sex_age_order_explicit_resid,-0.75,29
Sweden,es_iat_sex_age_order_explicit_resid,-0.5,447
Sweden,es_iat_sex_age_order_explicit_resid,0.25,47
Sweden,es_iat_sex_age_order_explicit_resid,0.5,472
Sweden,es_iat_sex_age_order_explicit_resid,1.25,13
Sweden,es_iat_sex_age_order_explicit_resid,1.5,159
Sweden,es_iat_sex_age_order_explicit_resid,2.25,11
Sweden,es_iat_sex_age_order_explicit_resid,2.5,114
Sweden,es_iat_sex_age_order_explicit_resid,3.25,5
Sweden,es_iat_sex_age_order_explicit_resid,3.5,29
Sweden,es_iat_sex_age_order_explicit_resid,4.25,2
Sweden,es_iat_sex_age_order_explicit_resid,4.5,30
Sweden,es_iat_sex_age_order_explicit_resid,NA,34
Sweden,es_iat_sex_age_order_implicit_resid,-1.25,3
Sweden,es_iat_sex_age_order_implicit_resid,-1,28
Sweden,es_iat_sex_age_order_implicit_resid,-0.75,98
Sweden,es_iat_sex_age_order_implicit_resid,-0.5,223
Sweden,es_iat_sex_age_order_implicit_resid,-0.25,425
Sweden,es_iat_sex_age_order_implicit_resid,-0,582
Sweden,es_iat_sex_age_order_implicit_resid,0.25,542
Sweden,es_iat_sex_age_order_implicit_resid,0.5,221
Sweden,es_iat_sex_age_order_implicit_resid,0.75,44
Sweden,es_iat_sex_age_order_implicit_resid,1,1
Sweden,es_iat_sex_age_order_implicit_resid,1.25,2
Sweden,explicit_dif,-3,8
Sweden,explicit_dif,-2,12
Sweden,explicit_dif,-1,21
Sweden,explicit_dif,0,736
Sweden,explicit_dif,1,476
Sweden,explicit_dif,2,519
Sweden,explicit_dif,3,172
Sweden,explicit_dif,4,125
Sweden,explicit_dif,5,34
Sweden,explicit_dif,6,32
Sweden,explicit_dif,NA,34
Sweden,overall_iat_D_score,-0.75,13
Sweden,overall_iat_D_score,-0.5,48
Sweden,overall_iat_D_score,-0.25,150
Sweden,overall_iat_D_score,0,321
Sweden,overall_iat_D_score,0.25,538
Sweden,overall_iat_D_score,0.5,574
Sweden,overall_iat_D_score,0.75,410
Sweden,overall_iat_D_score,1,104
Sweden,overall_iat_D_score,1.25,9
Sweden,overall_iat_D_score,1.5,2
Switzerland,es_iat_sex_age_order_explicit_resid,-6.5,1
Switzerland,es_iat_sex_age_order_explicit_resid,-5.5,1
Switzerland,es_iat_sex_age_order_explicit_resid,-4.5,4
Switzerland,es_iat_sex_age_order_explicit_resid,-3.75,1
Switzerland,es_iat_sex_age_order_explicit_resid,-3.5,2
Switzerland,es_iat_sex_age_order_explicit_resid,-2.75,2
Switzerland,es_iat_sex_age_order_explicit_resid,-2.5,21
Switzerland,es_iat_sex_age_order_explicit_resid,-1.75,43
Switzerland,es_iat_sex_age_order_explicit_resid,-1.5,475
Switzerland,es_iat_sex_age_order_explicit_resid,-0.75,29
Switzerland,es_iat_sex_age_order_explicit_resid,-0.5,396
Switzerland,es_iat_sex_age_order_explicit_resid,0.25,47
Switzerland,es_iat_sex_age_order_explicit_resid,0.5,475
Switzerland,es_iat_sex_age_order_explicit_resid,1.25,22
Switzerland,es_iat_sex_age_order_explicit_resid,1.5,226
Switzerland,es_iat_sex_age_order_explicit_resid,2.25,20
Switzerland,es_iat_sex_age_order_explicit_resid,2.5,217
Switzerland,es_iat_sex_age_order_explicit_resid,3.25,7
Switzerland,es_iat_sex_age_order_explicit_resid,3.5,93
Switzerland,es_iat_sex_age_order_explicit_resid,4.25,10
Switzerland,es_iat_sex_age_order_explicit_resid,4.5,55
Switzerland,es_iat_sex_age_order_explicit_resid,NA,31
Switzerland,es_iat_sex_age_order_implicit_resid,-1.25,6
Switzerland,es_iat_sex_age_order_implicit_resid,-1,13
Switzerland,es_iat_sex_age_order_implicit_resid,-0.75,61
Switzerland,es_iat_sex_age_order_implicit_resid,-0.5,206
Switzerland,es_iat_sex_age_order_implicit_resid,-0.25,441
Switzerland,es_iat_sex_age_order_implicit_resid,-0,596
Switzerland,es_iat_sex_age_order_implicit_resid,0.25,564
Switzerland,es_iat_sex_age_order_implicit_resid,0.5,233
Switzerland,es_iat_sex_age_order_implicit_resid,0.75,53
Switzerland,es_iat_sex_age_order_implicit_resid,1,5
Switzerland,explicit_dif,-5,1
Switzerland,explicit_dif,-4,1
Switzerland,explicit_dif,-3,4
Switzerland,explicit_dif,-2,3
Switzerland,explicit_dif,-1,23
Switzerland,explicit_dif,0,518
Switzerland,explicit_dif,1,425
Switzerland,explicit_dif,2,522
Switzerland,explicit_dif,3,248
Switzerland,explicit_dif,4,237
Switzerland,explicit_dif,5,100
Switzerland,explicit_dif,6,65
Switzerland,explicit_dif,NA,31
Switzerland,overall_iat_D_score,-1,5
Switzerland,overall_iat_D_score,-0.75,3
Switzerland,overall_iat_D_score,-0.5,29
Switzerland,overall_iat_D_score,-0.25,126
Switzerland,overall_iat_D_score,0,310
Switzerland,overall_iat_D_score,0.25,514
Switzerland,overall_iat_D_score,0.5,605
Switzerland,overall_iat_D_score,0.75,424
Switzerland,overall_iat_D_score,1,140
Switzerland,overall_iat_D_score,1.25,19
Switzerland,overall_iat_D_score,1.5,3
Taiwan,es_iat_sex_age_order_explicit_resid,-5.5,1
Taiwan,es_iat_sex_age_order_explicit_resid,-4.5,5
Taiwan,es_iat_sex_age_order_explicit_resid,-3.75,1
Taiwan,es_iat_sex_age_order_explicit_resid,-3.5,9
Taiwan,es_iat_sex_age_order_explicit_resid,-2.75,1
Taiwan,es_iat_sex_age_order_explicit_resid,-2.5,23
Taiwan,es_iat_sex_age_order_explicit_resid,-1.75,6
Taiwan,es_iat_sex_age_order_explicit_resid,-1.5,201
Taiwan,es_iat_sex_age_order_explicit_resid,-0.75,2
Taiwan,es_iat_sex_age_order_explicit_resid,-0.5,101
Taiwan,es_iat_sex_age_order_explicit_resid,0.25,4
Taiwan,es_iat_sex_age_order_explicit_resid,0.5,97
Taiwan,es_iat_sex_age_order_explicit_resid,1.25,3
Taiwan,es_iat_sex_age_order_explicit_resid,1.5,37
Taiwan,es_iat_sex_age_order_explicit_resid,2.25,1
Taiwan,es_iat_sex_age_order_explicit_resid,2.5,50
Taiwan,es_iat_sex_age_order_explicit_resid,3.25,1
Taiwan,es_iat_sex_age_order_explicit_resid,3.5,16
Taiwan,es_iat_sex_age_order_explicit_resid,4.5,14
Taiwan,es_iat_sex_age_order_explicit_resid,NA,18
Taiwan,es_iat_sex_age_order_implicit_resid,-1,5
Taiwan,es_iat_sex_age_order_implicit_resid,-0.75,23
Taiwan,es_iat_sex_age_order_implicit_resid,-0.5,61
Taiwan,es_iat_sex_age_order_implicit_resid,-0.25,129
Taiwan,es_iat_sex_age_order_implicit_resid,-0,149
Taiwan,es_iat_sex_age_order_implicit_resid,0.25,150
Taiwan,es_iat_sex_age_order_implicit_resid,0.5,59
Taiwan,es_iat_sex_age_order_implicit_resid,0.75,14
Taiwan,es_iat_sex_age_order_implicit_resid,1,1
Taiwan,explicit_dif,-4,1
Taiwan,explicit_dif,-3,5
Taiwan,explicit_dif,-2,10
Taiwan,explicit_dif,-1,24
Taiwan,explicit_dif,0,207
Taiwan,explicit_dif,1,103
Taiwan,explicit_dif,2,101
Taiwan,explicit_dif,3,40
Taiwan,explicit_dif,4,51
Taiwan,explicit_dif,5,17
Taiwan,explicit_dif,6,14
Taiwan,explicit_dif,NA,18
Taiwan,overall_iat_D_score,-0.75,1
Taiwan,overall_iat_D_score,-0.5,15
Taiwan,overall_iat_D_score,-0.25,35
Taiwan,overall_iat_D_score,-0,95
Taiwan,overall_iat_D_score,0.25,146
Taiwan,overall_iat_D_score,0.5,154
Taiwan,overall_iat_D_score,0.75,113
Taiwan,overall_iat_D_score,1,29
Taiwan,overall_iat_D_score,1.25,3
Turkey,es_iat_sex_age_order_explicit_resid,-5.5,3
Turkey,es_iat_sex_age_order_explicit_resid,-4.5,2
Turkey,es_iat_sex_age_order_explicit_resid,-3.5,22
Turkey,es_iat_sex_age_order_explicit_resid,-2.5,19
Turkey,es_iat_sex_age_order_explicit_resid,-1.75,5
Turkey,es_iat_sex_age_order_explicit_resid,-1.5,229
Turkey,es_iat_sex_age_order_explicit_resid,-0.75,2
Turkey,es_iat_sex_age_order_explicit_resid,-0.5,116
Turkey,es_iat_sex_age_order_explicit_resid,0.25,3
Turkey,es_iat_sex_age_order_explicit_resid,0.5,105
Turkey,es_iat_sex_age_order_explicit_resid,1.25,1
Turkey,es_iat_sex_age_order_explicit_resid,1.5,64
Turkey,es_iat_sex_age_order_explicit_resid,2.25,1
Turkey,es_iat_sex_age_order_explicit_resid,2.5,60
Turkey,es_iat_sex_age_order_explicit_resid,3.5,20
Turkey,es_iat_sex_age_order_explicit_resid,4.5,19
Turkey,es_iat_sex_age_order_explicit_resid,NA,10
Turkey,es_iat_sex_age_order_implicit_resid,-1,6
Turkey,es_iat_sex_age_order_implicit_resid,-0.75,24
Turkey,es_iat_sex_age_order_implicit_resid,-0.5,74
Turkey,es_iat_sex_age_order_implicit_resid,-0.25,153
Turkey,es_iat_sex_age_order_implicit_resid,0,208
Turkey,es_iat_sex_age_order_implicit_resid,0.25,140
Turkey,es_iat_sex_age_order_implicit_resid,0.5,61
Turkey,es_iat_sex_age_order_implicit_resid,0.75,14
Turkey,es_iat_sex_age_order_implicit_resid,1,1
Turkey,explicit_dif,-4,3
Turkey,explicit_dif,-3,2
Turkey,explicit_dif,-2,22
Turkey,explicit_dif,-1,19
Turkey,explicit_dif,0,234
Turkey,explicit_dif,1,118
Turkey,explicit_dif,2,108
Turkey,explicit_dif,3,65
Turkey,explicit_dif,4,61
Turkey,explicit_dif,5,20
Turkey,explicit_dif,6,19
Turkey,explicit_dif,NA,10
Turkey,overall_iat_D_score,-0.75,2
Turkey,overall_iat_D_score,-0.5,13
Turkey,overall_iat_D_score,-0.25,52
Turkey,overall_iat_D_score,-0,102
Turkey,overall_iat_D_score,0.25,173
Turkey,overall_iat_D_score,0.5,195
Turkey,overall_iat_D_score,0.75,108
Turkey,overall_iat_D_score,1,27
Turkey,overall_iat_D_score,1.25,8
Turkey,overall_iat_D_score,1.5,1
UK,es_iat_sex_age_order_explicit_resid,-7.75,1
UK,es_iat_sex_age_order_explicit_resid,-7.5,5
UK,es_iat_sex_age_order_explicit_resid,-6.5,4
UK,es_iat_sex_age_order_explicit_resid,-5.5,16
UK,es_iat_sex_age_order_explicit_resid,-4.75,1
UK,es_iat_sex_age_order_explicit_resid,-4.5,59
UK,es_iat_sex_age_order_explicit_resid,-3.75,5
UK,es_iat_sex_age_order_explicit_resid,-3.5,104
UK,es_iat_sex_age_order_explicit_resid,-2.75,19
UK,es_iat_sex_age_order_explicit_resid,-2.5,271
UK,es_iat_sex_age_order_explicit_resid,-1.75,604
UK,es_iat_sex_age_order_explicit_resid,-1.5,6373
UK,es_iat_sex_age_order_explicit_resid,-0.75,419
UK,es_iat_sex_age_order_explicit_resid,-0.5,4754
UK,es_iat_sex_age_order_explicit_resid,0.25,497
UK,es_iat_sex_age_order_explicit_resid,0.5,5004
UK,es_iat_sex_age_order_explicit_resid,1.25,183
UK,es_iat_sex_age_order_explicit_resid,1.5,1842
UK,es_iat_sex_age_order_explicit_resid,2.25,174
UK,es_iat_sex_age_order_explicit_resid,2.5,1772
UK,es_iat_sex_age_order_explicit_resid,3.25,76
UK,es_iat_sex_age_order_explicit_resid,3.5,748
UK,es_iat_sex_age_order_explicit_resid,4.25,37
UK,es_iat_sex_age_order_explicit_resid,4.5,409
UK,es_iat_sex_age_order_explicit_resid,NA,349
UK,es_iat_sex_age_order_implicit_resid,-2,1
UK,es_iat_sex_age_order_implicit_resid,-1.75,3
UK,es_iat_sex_age_order_implicit_resid,-1.5,10
UK,es_iat_sex_age_order_implicit_resid,-1.25,37
UK,es_iat_sex_age_order_implicit_resid,-1,243
UK,es_iat_sex_age_order_implicit_resid,-0.75,868
UK,es_iat_sex_age_order_implicit_resid,-0.5,2305
UK,es_iat_sex_age_order_implicit_resid,-0.25,4592
UK,es_iat_sex_age_order_implicit_resid,0,6410
UK,es_iat_sex_age_order_implicit_resid,0.25,5819
UK,es_iat_sex_age_order_implicit_resid,0.5,2809
UK,es_iat_sex_age_order_implicit_resid,0.75,577
UK,es_iat_sex_age_order_implicit_resid,1,52
UK,explicit_dif,-6,6
UK,explicit_dif,-5,4
UK,explicit_dif,-4,16
UK,explicit_dif,-3,60
UK,explicit_dif,-2,109
UK,explicit_dif,-1,290
UK,explicit_dif,0,6977
UK,explicit_dif,1,5173
UK,explicit_dif,2,5501
UK,explicit_dif,3,2025
UK,explicit_dif,4,1946
UK,explicit_dif,5,824
UK,explicit_dif,6,446
UK,explicit_dif,NA,349
UK,overall_iat_D_score,-1.75,1
UK,overall_iat_D_score,-1.5,1
UK,overall_iat_D_score,-1.25,6
UK,overall_iat_D_score,-1,16
UK,overall_iat_D_score,-0.75,126
UK,overall_iat_D_score,-0.5,488
UK,overall_iat_D_score,-0.25,1480
UK,overall_iat_D_score,-0,3267
UK,overall_iat_D_score,0.25,5396
UK,overall_iat_D_score,0.5,6474
UK,overall_iat_D_score,0.75,4609
UK,overall_iat_D_score,1,1637
UK,overall_iat_D_score,1.25,220
UK,overall_iat_D_score,1.5,5
United Arab Emirates,es_iat_sex_age_order_explicit_resid,-7.5,1
United Arab Emirates,es_iat_sex_age_order_explicit_resid,-4.5,3
United Arab Emirates,es_iat_sex_age_order_explicit_resid,-3.5,6
United Arab Emirates,es_iat_sex_age_order_explicit_resid,-2.5,8
United Arab Emirates,es_iat_sex_age_order_explicit_resid,-1.75,4
United Arab Emirates,es_iat_sex_age_order_explicit_resid,-1.5,137
United Arab Emirates,es_iat_sex_age_order_explicit_resid,-0.75,6
United Arab Emirates,es_iat_sex_age_order_explicit_resid,-0.5,100
United Arab Emirates,es_iat_sex_age_order_explicit_resid,0.25,8
United Arab Emirates,es_iat_sex_age_order_explicit_resid,0.5,107
United Arab Emirates,es_iat_sex_age_order_explicit_resid,1.25,3
United Arab Emirates,es_iat_sex_age_order_explicit_resid,1.5,46
United Arab Emirates,es_iat_sex_age_order_explicit_resid,2.25,2
United Arab Emirates,es_iat_sex_age_order_explicit_resid,2.5,76
United Arab Emirates,es_iat_sex_age_order_explicit_resid,3.25,2
United Arab Emirates,es_iat_sex_age_order_explicit_resid,3.5,27
United Arab Emirates,es_iat_sex_age_order_explicit_resid,4.25,2
United Arab Emirates,es_iat_sex_age_order_explicit_resid,4.5,31
United Arab Emirates,es_iat_sex_age_order_explicit_resid,NA,12
United Arab Emirates,es_iat_sex_age_order_implicit_resid,-1.25,1
United Arab Emirates,es_iat_sex_age_order_implicit_resid,-1,4
United Arab Emirates,es_iat_sex_age_order_implicit_resid,-0.75,17
United Arab Emirates,es_iat_sex_age_order_implicit_resid,-0.5,65
United Arab Emirates,es_iat_sex_age_order_implicit_resid,-0.25,132
United Arab Emirates,es_iat_sex_age_order_implicit_resid,0,161
United Arab Emirates,es_iat_sex_age_order_implicit_resid,0.25,138
United Arab Emirates,es_iat_sex_age_order_implicit_resid,0.5,54
United Arab Emirates,es_iat_sex_age_order_implicit_resid,0.75,7
United Arab Emirates,es_iat_sex_age_order_implicit_resid,1,2
United Arab Emirates,explicit_dif,-6,1
United Arab Emirates,explicit_dif,-3,3
United Arab Emirates,explicit_dif,-2,6
United Arab Emirates,explicit_dif,-1,8
United Arab Emirates,explicit_dif,0,141
United Arab Emirates,explicit_dif,1,106
United Arab Emirates,explicit_dif,2,115
United Arab Emirates,explicit_dif,3,49
United Arab Emirates,explicit_dif,4,78
United Arab Emirates,explicit_dif,5,29
United Arab Emirates,explicit_dif,6,33
United Arab Emirates,explicit_dif,NA,12
United Arab Emirates,overall_iat_D_score,-1,1
United Arab Emirates,overall_iat_D_score,-0.75,1
United Arab Emirates,overall_iat_D_score,-0.5,9
United Arab Emirates,overall_iat_D_score,-0.25,42
United Arab Emirates,overall_iat_D_score,0,99
United Arab Emirates,overall_iat_D_score,0.25,152
United Arab Emirates,overall_iat_D_score,0.5,148
United Arab Emirates,overall_iat_D_score,0.75,100
United Arab Emirates,overall_iat_D_score,1,21
United Arab Emirates,overall_iat_D_score,1.25,8
United States of America,es_iat_sex_age_order_explicit_resid,-7.75,6
United States of America,es_iat_sex_age_order_explicit_resid,-7.5,368
United States of America,es_iat_sex_age_order_explicit_resid,-6.75,4
United States of America,es_iat_sex_age_order_explicit_resid,-6.5,381
United States of America,es_iat_sex_age_order_explicit_resid,-5.75,11
United States of America,es_iat_sex_age_order_explicit_resid,-5.5,758
United States of America,es_iat_sex_age_order_explicit_resid,-4.75,47
United States of America,es_iat_sex_age_order_explicit_resid,-4.5,2205
United States of America,es_iat_sex_age_order_explicit_resid,-3.75,90
United States of America,es_iat_sex_age_order_explicit_resid,-3.5,3926
United States of America,es_iat_sex_age_order_explicit_resid,-2.75,266
United States of America,es_iat_sex_age_order_explicit_resid,-2.5,8216
United States of America,es_iat_sex_age_order_explicit_resid,-1.75,6504
United States of America,es_iat_sex_age_order_explicit_resid,-1.5,162275
United States of America,es_iat_sex_age_order_explicit_resid,-0.75,3214
United States of America,es_iat_sex_age_order_explicit_resid,-0.5,97760
United States of America,es_iat_sex_age_order_explicit_resid,0.25,3922
United States of America,es_iat_sex_age_order_explicit_resid,0.5,113213
United States of America,es_iat_sex_age_order_explicit_resid,1.25,1418
United States of America,es_iat_sex_age_order_explicit_resid,1.5,44712
United States of America,es_iat_sex_age_order_explicit_resid,2.25,1745
United States of America,es_iat_sex_age_order_explicit_resid,2.5,48909
United States of America,es_iat_sex_age_order_explicit_resid,3.25,540
United States of America,es_iat_sex_age_order_explicit_resid,3.5,18173
United States of America,es_iat_sex_age_order_explicit_resid,4.25,434
United States of America,es_iat_sex_age_order_explicit_resid,4.5,16187
United States of America,es_iat_sex_age_order_explicit_resid,NA,10389
United States of America,es_iat_sex_age_order_implicit_resid,-2.25,2
United States of America,es_iat_sex_age_order_implicit_resid,-2,5
United States of America,es_iat_sex_age_order_implicit_resid,-1.75,18
United States of America,es_iat_sex_age_order_implicit_resid,-1.5,141
United States of America,es_iat_sex_age_order_implicit_resid,-1.25,811
United States of America,es_iat_sex_age_order_implicit_resid,-1,4501
United States of America,es_iat_sex_age_order_implicit_resid,-0.75,18532
United States of America,es_iat_sex_age_order_implicit_resid,-0.5,53854
United States of America,es_iat_sex_age_order_implicit_resid,-0.25,109337
United States of America,es_iat_sex_age_order_implicit_resid,-0,151601
United States of America,es_iat_sex_age_order_implicit_resid,0.25,131937
United States of America,es_iat_sex_age_order_implicit_resid,0.5,60994
United States of America,es_iat_sex_age_order_implicit_resid,0.75,12850
United States of America,es_iat_sex_age_order_implicit_resid,1,1067
United States of America,es_iat_sex_age_order_implicit_resid,1.25,22
United States of America,es_iat_sex_age_order_implicit_resid,1.5,1
United States of America,explicit_dif,-6,374
United States of America,explicit_dif,-5,385
United States of America,explicit_dif,-4,769
United States of America,explicit_dif,-3,2252
United States of America,explicit_dif,-2,4016
United States of America,explicit_dif,-1,8482
United States of America,explicit_dif,0,168779
United States of America,explicit_dif,1,100974
United States of America,explicit_dif,2,117135
United States of America,explicit_dif,3,46130
United States of America,explicit_dif,4,50654
United States of America,explicit_dif,5,18713
United States of America,explicit_dif,6,16621
United States of America,explicit_dif,NA,10389
United States of America,overall_iat_D_score,-1.75,3
United States of America,overall_iat_D_score,-1.5,12
United States of America,overall_iat_D_score,-1.25,56
United States of America,overall_iat_D_score,-1,294
United States of America,overall_iat_D_score,-0.75,2064
United States of America,overall_iat_D_score,-0.5,9988
United States of America,overall_iat_D_score,-0.25,33088
United States of America,overall_iat_D_score,0,78223
United States of America,overall_iat_D_score,0.25,130002
United States of America,overall_iat_D_score,0.5,150088
United States of America,overall_iat_D_score,0.75,102103
United States of America,overall_iat_D_score,1,34789
United States of America,overall_iat_D_score,1.25,4763
United States of America,overall_iat_D_score,1.5,197
United States of America,overall_iat_D_score,1.75,3
