"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","GRD","Grenada","2017","2017",6.15034,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","THA","Thailand","2015","2015",4.41343,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","THA","Thailand","2016","2016",4.50031,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","PRK","Democratic People's Republic of Korea","2015","2015",0.65808,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","PRK","Democratic People's Republic of Korea","2015","2015",0.22917,,
"FOSGP_5T8_F500_F","Percentage of female graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, female (%)","BLZ","Belize","2015","2015",10.25641,,
"FOSGP_5T8_FUK_M","Percentage of male graduates from tertiary education graduating from programmes in unspecified fields, male (%)","GRD","Grenada","2015","2015",0.22346,,
"FOSGP_5T8_FUK_M","Percentage of male graduates from tertiary education graduating from programmes in unspecified fields, male (%)","GRD","Grenada","2017","2017",5.32946,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","GRD","Grenada","2015","2015",2.99003,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","GRD","Grenada","2017","2017",3.15028,,
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","BLZ","Belize","2015","2015",2.00118,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","BLZ","Belize","2015","2015",3.20513,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","BLZ","Belize","2015","2015",1.28205,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","GRD","Grenada","2015","2015",2.23464,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","GRD","Grenada","2017","2017",1.74419,,
"FOSGP_5T8_F800_M","Percentage of male graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, male (%)","THA","Thailand","2015","2015",3.44378,,
"FOSGP_5T8_F800_M","Percentage of male graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, male (%)","THA","Thailand","2016","2016",3.27823,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","PRK","Democratic People's Republic of Korea","2015","2015",1.54683,,
"FOSGP_5T8_F800_F","Percentage of female graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)","THA","Thailand","2015","2015",2.7693,,
"FOSGP_5T8_F800_F","Percentage of female graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)","THA","Thailand","2016","2016",2.79017,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","GRD","Grenada","2015","2015",4.58101,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","GRD","Grenada","2017","2017",4.74806,,
"FOSGP_5T8_F600_M","Percentage of male graduates from tertiary education graduating from Information and Communication Technologies programmes, male (%)","BLZ","Belize","2015","2015",9.55519,,
"FOSGP_5T8_FUK_F","Percentage of female graduates from tertiary education graduating from programmes in unspecified fields, female (%)","PRK","Democratic People's Republic of Korea","2015","2015",0.50715,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","THA","Thailand","2015","2015",3.2277,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","THA","Thailand","2016","2016",2.87345,,
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","THA","Thailand","2015","2015",3.06344,,
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","THA","Thailand","2016","2016",3.00475,,
"FOSGP_5T8_F800_M","Percentage of male graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, male (%)","TCA","Turks and Caicos Islands","2015","2015",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F1000_M","Percentage of male graduates from tertiary education graduating from Services programmes, male (%)","SXM","Sint Maarten (Dutch part)","2014","2014",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F1000_M","Percentage of male graduates from tertiary education graduating from Services programmes, male (%)","SXM","Sint Maarten (Dutch part)","2015","2015",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F400","Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)","BLZ","Belize","2015","2015",39.02295,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","BLZ","Belize","2015","2015",12.47793,,
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","GRD","Grenada","2015","2015",0.94922,,
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","GRD","Grenada","2017","2017",9.91911,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","BLZ","Belize","2015","2015",3.38828,,
"FOSGP_5T8_F110_F","Percentage of female graduates from tertiary education graduating from Education programmes, female (%)","SXM","Sint Maarten (Dutch part)","2015","2015",38.09524,,
"FOSGP_5T8_F800_F","Percentage of female graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)","PRK","Democratic People's Republic of Korea","2015","2015",8.5664,,
"FOSGP_5T8_F300_M","Percentage of male graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, male  (%)","THA","Thailand","2015","2015",14.98089,,
"FOSGP_5T8_F300_M","Percentage of male graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, male  (%)","THA","Thailand","2016","2016",16.56306,,
"FOSGP_5T8_F800_F","Percentage of female graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)","TCA","Turks and Caicos Islands","2015","2015",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F500_F","Percentage of female graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, female (%)","CPV","Cabo Verde","2016","2016",5.37757,,
"FOSGP_5T8_F500_F","Percentage of female graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, female (%)","CPV","Cabo Verde","2017","2017",3.65169,,
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","CPV","Cabo Verde","2016","2016",1.0846,,
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","CPV","Cabo Verde","2017","2017",1.05914,,
"FOSGP_5T8_F1000_M","Percentage of male graduates from tertiary education graduating from Services programmes, male (%)","MCO","Monaco","2016","2016",7.43243,,
"FOSGP_5T8_F1000_M","Percentage of male graduates from tertiary education graduating from Services programmes, male (%)","MCO","Monaco","2017","2017",5.01931,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","CPV","Cabo Verde","2016","2016",30.89245,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","CPV","Cabo Verde","2017","2017",27.66854,,
"FOSGP_5T8_F700","Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)","CPV","Cabo Verde","2016","2016",4.77223,,
"FOSGP_5T8_F700","Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)","CPV","Cabo Verde","2017","2017",8.47308,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","CPV","Cabo Verde","2016","2016",33.59528,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","CPV","Cabo Verde","2017","2017",20.90261,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","CPV","Cabo Verde","2016","2016",6.07375,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","CPV","Cabo Verde","2017","2017",5.64872,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","CPV","Cabo Verde","2016","2016",0.34325,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","CPV","Cabo Verde","2017","2017",1.40449,,
"FOSGP_5T8_F300_M","Percentage of male graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, male  (%)","CPV","Cabo Verde","2016","2016",15.71709,,
"FOSGP_5T8_F300_M","Percentage of male graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, male  (%)","CPV","Cabo Verde","2017","2017",21.14014,,
"FOSGP_5T8_F900_F","Percentage of female graduates from tertiary education graduating from Health and Welfare programmes, female (%)","MCO","Monaco","2016","2016",11.48325,,
"FOSGP_5T8_F900_F","Percentage of female graduates from tertiary education graduating from Health and Welfare programmes, female (%)","MCO","Monaco","2017","2017",6.62983,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","CPV","Cabo Verde","2016","2016",20.02288,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","CPV","Cabo Verde","2017","2017",25.14045,,
"FOSGP_5T8_F200","Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, both sexes (%)","CPV","Cabo Verde","2016","2016",4.55531,,
"FOSGP_5T8_F200","Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, both sexes (%)","CPV","Cabo Verde","2017","2017",2.03001,,
"FOSGP_5T8_F600_M","Percentage of male graduates from tertiary education graduating from Information and Communication Technologies programmes, male (%)","CPV","Cabo Verde","2016","2016",0.98232,,
"FOSGP_5T8_F600_M","Percentage of male graduates from tertiary education graduating from Information and Communication Technologies programmes, male (%)","CPV","Cabo Verde","2017","2017",3.80048,,
"FOSGP_5T8_F110","Percentage of graduates from tertiary education graduating from Education programmes, both sexes (%)","MCO","Monaco","2016","2016",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F110","Percentage of graduates from tertiary education graduating from Education programmes, both sexes (%)","MCO","Monaco","2017","2017",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F800_F","Percentage of female graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)","CPV","Cabo Verde","2016","2016",0.6865,,
"FOSGP_5T8_F800_F","Percentage of female graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)","CPV","Cabo Verde","2017","2017",0.70225,,
"FOSGP_5T8_FUK_F","Percentage of female graduates from tertiary education graduating from programmes in unspecified fields, female (%)","CPV","Cabo Verde","2016","2016",0.34325,,
"FOSGP_5T8_FUK_F","Percentage of female graduates from tertiary education graduating from programmes in unspecified fields, female (%)","CPV","Cabo Verde","2017","2017",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","CPV","Cabo Verde","2016","2016",0.79537,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","CPV","Cabo Verde","2017","2017",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","CPV","Cabo Verde","2016","2016",1.25858,,
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","CPV","Cabo Verde","2017","2017",2.94944,,
"FOSGP_5T8_F400","Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)","CPV","Cabo Verde","2016","2016",31.8872,,
"FOSGP_5T8_F400","Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)","CPV","Cabo Verde","2017","2017",25.15446,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","CPV","Cabo Verde","2016","2016",4.69108,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","CPV","Cabo Verde","2017","2017",2.10674,,
"FOSGP_5T8_F1000","Percentage of graduates from tertiary education graduating from Services programmes, both sexes (%)","MCO","Monaco","2016","2016",6.44258,,
"FOSGP_5T8_F1000","Percentage of graduates from tertiary education graduating from Services programmes, both sexes (%)","MCO","Monaco","2017","2017",2.89855,,
"FOSGP_5T8_F110_M","Percentage of male graduates from tertiary education graduating from Education programmes, male (%)","MCO","Monaco","2016","2016",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F110_M","Percentage of male graduates from tertiary education graduating from Education programmes, male (%)","MCO","Monaco","2017","2017",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","CPV","Cabo Verde","2016","2016",0.57845,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","CPV","Cabo Verde","2017","2017",2.29479,,
"FOSGP_5T8_F900_M","Percentage of male graduates from tertiary education graduating from Health and Welfare programmes, male (%)","MCO","Monaco","2016","2016",2.02703,,
"FOSGP_5T8_F900_M","Percentage of male graduates from tertiary education graduating from Health and Welfare programmes, male (%)","MCO","Monaco","2017","2017",1.1583,,
"FOSGP_5T8_F110_F","Percentage of female graduates from tertiary education graduating from Education programmes, female (%)","MCO","Monaco","2016","2016",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F110_F","Percentage of female graduates from tertiary education graduating from Education programmes, female (%)","MCO","Monaco","2017","2017",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","CPV","Cabo Verde","2016","2016",18.43818,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","CPV","Cabo Verde","2017","2017",23.65402,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","CPV","Cabo Verde","2016","2016",7.26916,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","CPV","Cabo Verde","2017","2017",9.02613,,
"FOSGP_5T8_F700_M","Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, male (%)","CPV","Cabo Verde","2016","2016",10.8055,,
"FOSGP_5T8_F700_M","Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, male (%)","CPV","Cabo Verde","2017","2017",17.81473,,
"FOSGP_5T8_F900","Percentage of graduates from tertiary education graduating from  Health and Welfare programmes, both sexes (%)","MCO","Monaco","2016","2016",7.56303,,
"FOSGP_5T8_F900","Percentage of graduates from tertiary education graduating from  Health and Welfare programmes, both sexes (%)","MCO","Monaco","2017","2017",4.34783,,
"FOSGP_5T8_FUK_M","Percentage of male graduates from tertiary education graduating from programmes in unspecified fields, male (%)","CPV","Cabo Verde","2016","2016",1.57171,,
"FOSGP_5T8_FUK_M","Percentage of male graduates from tertiary education graduating from programmes in unspecified fields, male (%)","CPV","Cabo Verde","2017","2017",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F1000_F","Percentage of female graduates from tertiary education graduating from Services programmes, female (%)","MCO","Monaco","2016","2016",5.74163,,
"FOSGP_5T8_F1000_F","Percentage of female graduates from tertiary education graduating from Services programmes, female (%)","MCO","Monaco","2017","2017",1.38122,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","CPV","Cabo Verde","2016","2016",4.3222,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","CPV","Cabo Verde","2017","2017",1.90024,,
"FOSGP_5T8_F800_M","Percentage of male graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, male (%)","CPV","Cabo Verde","2016","2016",1.76817,,
"FOSGP_5T8_F800_M","Percentage of male graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, male (%)","CPV","Cabo Verde","2017","2017",1.66271,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","ABW","Aruba","2012","2012",4.5614,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","ABW","Aruba","2015","2015",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","PAN","Panama","2014","2014",11.53176,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","PAN","Panama","2015","2015",12.71044,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GRC","Greece","2012","2012",29.35794,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GRC","Greece","2013","2013",31.13863,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GRC","Greece","2014","2014",29.9168,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GRC","Greece","2016","2016",28.16142,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","KOR","Republic of Korea","2015","2015",29.54906,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","KOR","Republic of Korea","2016","2016",29.90567,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","PAN","Panama","2014","2014",16.52119,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","PAN","Panama","2015","2015",17.24098,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","JOR","Jordan","2015","2015",26.36434,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","UKR","Ukraine","2012","2012",14.23667,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","UKR","Ukraine","2015","2015",14.73417,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","UKR","Ukraine","2016","2016",14.57455,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","UKR","Ukraine","2017","2017",12.45515,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","ATG","Antigua and Barbuda","2012","2012",1.79372,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","NLD","Netherlands","2013","2013",13.8436,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","NLD","Netherlands","2014","2014",14.14242,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","BLR","Belarus","2015","2015",15.32577,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","BLR","Belarus","2016","2016",15.48259,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","BLR","Belarus","2017","2017",15.37994,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","IRL","Ireland","2012","2012",25.08247,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","IRL","Ireland","2013","2013",21.02224,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","IRL","Ireland","2014","2014",21.59957,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","IRL","Ireland","2015","2015",24.86665,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","IRL","Ireland","2016","2016",25.23179,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","ERI","Eritrea","2016","2016",33.27172,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","BHR","Bahrain","2015","2015",27.83505,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","BHR","Bahrain","2016","2016",24.29035,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","BHR","Bahrain","2017","2017",23.86465,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","KOR","Republic of Korea","2015","2015",15.04679,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","KOR","Republic of Korea","2016","2016",15.43667,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","BEN","Benin","2014","2014",17.37892,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","BEN","Benin","2015","2015",23.11274,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BMU","Bermuda","2012","2012",30.97345,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BMU","Bermuda","2015","2015",23.68421,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BMU","Bermuda","2017","2017",20.43796,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","KGZ","Kyrgyzstan","2012","2012",25.33043,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","KGZ","Kyrgyzstan","2015","2015",22.38635,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","KGZ","Kyrgyzstan","2016","2016",32.87424,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","KGZ","Kyrgyzstan","2017","2017",31.09201,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","POL","Poland","2012","2012",11.15051,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","POL","Poland","2013","2013",11.83851,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","POL","Poland","2014","2014",13.17764,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","POL","Poland","2015","2015",14.76342,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","POL","Poland","2016","2016",15.34369,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LAO","Lao People's Democratic Republic","2012","2012",12.00152,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LAO","Lao People's Democratic Republic","2015","2015",11.84921,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LAO","Lao People's Democratic Republic","2016","2016",12.42258,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LAO","Lao People's Democratic Republic","2017","2017",16.85877,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BIH","Bosnia and Herzegovina","2015","2015",16.97994,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BIH","Bosnia and Herzegovina","2016","2016",19.70847,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BIH","Bosnia and Herzegovina","2017","2017",20.31226,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","MOZ","Mozambique","2012","2012",5.17055,"‡","UIS Estimation"
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","MOZ","Mozambique","2015","2015",14.13658,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","MOZ","Mozambique","2016","2016",17.02084,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","MOZ","Mozambique","2017","2017",12.45834,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","LAO","Lao People's Democratic Republic","2012","2012",4.76668,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","LAO","Lao People's Democratic Republic","2015","2015",5.6452,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","LAO","Lao People's Democratic Republic","2016","2016",5.71079,,
